load_ratio,speed_ratio,T_amb_C,mode_op,E_total_kWh,E_loss_kWh,P_peak_kW,P_std_kW,T_end_C,throughput_idx,E_per_throughput,opt_note
0,0.7,25,1,0.0833333333333333,0.0833333333333333,5,0,26.4821431401307,0.7,0.119047619047619,
0.0631578947368421,0.7,25,1,0.103925908801105,0.0864381187746327,6.30254682627469,0.551831304599168,26.5373997454303,0.7,0.148465584001578,
0.126315789473684,0.7,25,1,0.124519828670421,0.0895442486174766,7.60525871567049,1.10369878997922,26.5926803680384,0.7,0.177885469529173,
0.189473684210526,0.7,25,1,0.145115093701285,0.0926517236218691,8.90813580419024,1.65560247826326,26.6479850215629,0.7,0.207307276716122,
0.252631578947368,0.7,25,1,0.165711704654297,0.0957605445484087,10.2111782279746,2.20754239159433,26.7033137196224,0.7,0.236731006648996,
0.315789473684211,0.7,25,1,0.186309662290649,0.0988707121582885,11.5143861233024,2.75951855213543,26.7586664758463,0.7,0.266156660415213,
0.378947368421053,0.7,25,1,0.20690896737213,0.101982227213297,12.8177596265904,3.31153098206954,26.8140433038746,0.7,0.295584239103043,
0.442105263157895,0.7,25,1,0.227509620661125,0.105095090475821,14.1212988743941,3.86357970359964,26.8694442173581,0.7,0.325013743801608,
0.505263157894737,0.7,25,1,0.248111622920617,0.10820930270884,15.4250040034072,4.41566473894873,26.924869229958,0.7,0.354445175600881,
0.568421052631579,0.7,25,1,0.268714974914184,0.111324864675935,16.7288751504626,4.96778611035989,26.9803183553466,0.7,0.383878535591691,
0.631578947368421,0.7,25,1,0.289319677406004,0.114441777141283,18.0329124525316,5.51994384009626,27.0357916072067,0.7,0.413313824865719,
0.694736842105263,0.7,25,1,0.309925731160852,0.11756004086966,19.3371160467251,6.07213795044109,27.0912889992319,0.7,0.442751044515503,
0.757894736842105,0.7,25,1,0.330533136944106,0.120679656626441,20.6414860702929,6.62436846369774,27.1468105451264,0.7,0.472190195634437,
0.821052631578947,0.7,25,1,0.351141895521739,0.123800625177602,21.9460226606244,7.17663540218976,27.2023562586054,0.7,0.50163127931677,
0.88421052631579,0.7,25,1,0.371752007660329,0.12692294728972,23.2507259552488,7.72893878826083,27.2579261533948,0.7,0.531074296657613,
0.947368421052632,0.7,25,1,0.392363474127052,0.130046623729971,24.5555960918349,8.28127864427487,27.3135202432312,0.7,0.560519248752932,
1.01052631578947,0.7,25,1,0.412976295689689,0.133171655266136,25.8606332081916,8.83365499261601,27.369138541862,0.7,0.589966136699555,
1.07368421052632,0.7,25,1,0.43359047311662,0.136298042666595,27.1658374422681,9.38606785568863,27.4247810630454,0.7,0.619414961595171,
1.13684210526316,0.7,25,1,0.454206007176831,0.139425786700334,28.4712089321536,9.93851725591739,27.4804478205506,0.7,0.64886572453833,
1.2,0.7,25,1,0.474822898639911,0.142554888136941,29.7767478160783,10.4910032157472,27.5361388281574,0.7,0.678318426628444,
