load_ratio,speed_ratio,T_amb_C,mode_op,E_total_kWh,E_loss_kWh,P_peak_kW,T_end_C,loss_ratio
1,0.4,25,0,0.269696120593721,0.11147325844945,16.7909683960743,26.9829593915746,0.413329113537295
1,0.7,25,0,0.409540731292765,0.132650722540291,25.6431154204622,27.3598671436735,0.323901171249957
1,1,25,0,0.549447768213954,0.153890612853276,34.5029564988723,27.7378901417048,0.280082333127889
